cod_a,cod_b,sim_nombre,sim_direccion,mismo_telefono,nombre_a,nombre_b,depto,municipio,idx_a,idx_b
13-05-0052-46,13-05-0054-46,100.0,0.0,True,COLEGIO INTERCULTURAL PRIVADO MIXTO CIENCIA APLICADA CABECERA MUNICIPAL,COLEGIO INTERCULTURAL PRIVADO MIXTO CIENCIA APLICADA CABECERA MUNICIPAL,HUEHUETENANGO,NENTON,8376,8377
13-24-0016-46,13-24-0017-46,100.0,0.0,True,LICEO PRIVADO MIXTO MONTESSORI CABECERA MUNICIPAL,LICEO PRIVADO MIXTO MONTESSORI CABECERA MUNICIPAL,HUEHUETENANGO,SAN ANTONIO HUISTA,8606,8607
13-23-0058-46,13-23-0059-46,100.0,0.0,True,COLEGIO PREUNIVERSITARIO DEL VALLE CABECERA MUNICIPAL CABECERA MUNICIPAL,COLEGIO PREUNIVERSITARIO DEL VALLE CABECERA MUNICIPAL CABECERA MUNICIPAL,HUEHUETENANGO,SAN JUAN IXCOY,8600,8601
13-17-0068-46,13-17-0069-46,100.0,0.0,True,LICEO TECNOLÓGICO BILINGÜE GUATEMALAN CANTÓN ROSARIO,LICEO TECNOLÓGICO BILINGÜE GUATEMALAN CANTÓN ROSARIO,HUEHUETENANGO,SANTA EULALIA,8541,8542
01-08-1011-46,01-08-1012-46,99.31972789115646,84.21052631578947,True,CENTRO EDUCATIVO EL PODEROSO DE ISRAEL 6A. AV. 7-91 JARDINES DE MINERVA 2,"CENTRO EDUCATIVO EL PODEROSO DE ISRAEL 6A. AV. 7-91 JARDINES DE MINERVA 2,",GUATEMALA,MIXCO,6787,6788
01-08-7781-46,01-08-8248-46,99.2,100.0,True,LICEO COMERCIAL TECNOLOGICO EL RODEO 2A. AVE. 4-95 MONTSERRAT I,LICEO COMERCIAL TECNOLOGICO EL RODEO 2A. AV. 4-95 MONTSERRAT I,GUATEMALA,MIXCO,6941,6965
22-11-0078-46,22-11-0079-46,99.03846153846155,0.0,True,INSTITUTO PARTICULAR MIXTO DE FORMACIÓN Y DESARROLLO PROFESIONAL INDEFORP ENTRADA AL MUNICIPIO DE COMAPA,INSTITUTO PARTICULAR MIXTO DE FORMACION Y DESARROLLO PROFESIONAL INDEFORP ENTRADA AL MUNICIPIO DE COMAPA,JUTIAPA,COMAPA,9578,9579
17-01-0130-46,17-01-1119-46,98.94736842105263,100.0,False,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO.,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,PETEN,FLORES,25,50
14-13-0125-46,14-13-0127-46,98.94736842105263,100.0,True,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -COEEX-,QUICHE,NEBAJ,1228,1230
22-12-0054-46,22-12-0057-46,98.9010989010989,77.77777777777779,True,COLEGIO PARTICULAR MIXTO SAN JOSÉ OBRERO I 3A.,COLEGIO PARTICULAR MIXTO SAN JOSÉ OBRERO I 3A,JUTIAPA,JALPATAGUA,9607,9609
20-01-0119-46,20-01-0182-46,98.85057471264368,100.0,False,LICEO TECNOLOGICO BILINGUE CHIQUIMULTECO 6A.,LICEO TECNOLOGICO BILINGUE CHIQUIMULTECO 6A,CHIQUIMULA,CHIQUIMULA,5126,5136
05-01-0381-46,05-01-0482-46,98.85057471264368,88.0,True,COLEGIO INTEGRAL HISPANOAMERICANO JUNIOR 9A.,COLEGIO INTEGRAL HISPANOAMERICANO JUNIOR 9A,ESCUINTLA,ESCUINTLA,5592,5638
05-06-0080-46,05-06-0082-46,98.85057471264368,0.0,True,"INSTITUTO TECNOLOGIA Y CIENCIA VILLA CHINITO, KILOMETRO 143 FRENTE AL HOSPITAL NACIONAL","INSTITUTO TECNOLOGÍA Y CIENCIA VILLA CHINITO, KILOMETRO 143 FRENTE AL HOSPITAL NACIONAL",ESCUINTLA,TIQUISATE,5935,5937
05-06-0080-46,05-06-0100-46,98.85057471264368,0.0,True,"INSTITUTO TECNOLOGIA Y CIENCIA VILLA CHINITO, KILOMETRO 143 FRENTE AL HOSPITAL NACIONAL","INSTITUTO TECNOLOGÍA Y CIENCIA VILLA CHINITO, KILOMETRO 143 FRENTE AL HOSPITAL NACIONAL",ESCUINTLA,TIQUISATE,5935,5949
05-06-0080-46,05-06-0103-46,98.85057471264368,0.0,True,"INSTITUTO TECNOLOGIA Y CIENCIA VILLA CHINITO, KILOMETRO 143 FRENTE AL HOSPITAL NACIONAL","INSTITUTO TECNOLOGÍA Y CIENCIA VILLA CHINITO, KILOMETRO 143 FRENTE AL HOSPITAL NACIONAL",ESCUINTLA,TIQUISATE,5935,5951
05-02-0085-46,05-02-0134-46,98.82352941176471,100.0,False,INSTITUTO PARTICULAR MIXTO SAN ANTONIO 5TA,INSTITUTO PARTICULAR MIXTO SAN ANTONIO 5TA.,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5734,5756
05-02-0086-46,05-02-0134-46,98.82352941176471,100.0,False,INSTITUTO PARTICULAR MIXTO SAN ANTONIO 5TA,INSTITUTO PARTICULAR MIXTO SAN ANTONIO 5TA.,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5735,5756
05-02-0087-46,05-02-0134-46,98.82352941176471,100.0,False,INSTITUTO PARTICULAR MIXTO SAN ANTONIO 5TA,INSTITUTO PARTICULAR MIXTO SAN ANTONIO 5TA.,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5736,5756
05-02-0088-46,05-02-0134-46,98.82352941176471,100.0,False,INSTITUTO PARTICULAR MIXTO SAN ANTONIO 5TA,INSTITUTO PARTICULAR MIXTO SAN ANTONIO 5TA.,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5737,5756
22-01-0020-46,22-01-0255-46,98.82352941176471,100.0,True,COLEGIO PARTICULAR MIXTO DE MAGISTERIO 1A.,COLEGIO PARTICULAR MIXTO DE MAGISTERIO 1RA.,JUTIAPA,JUTIAPA,9320,9327
05-02-0064-46,05-02-0135-46,98.82352941176471,94.73684210526316,False,INSTITUTO PARTICULAR MIXTO SAN ANTONIO 5TA,INSTITUTO PARTICULAR MIXTO SAN ANTONIO 5TA.,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5720,5757
01-15-0019-46,01-15-0222-46,98.76543209876543,100.0,False,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE 2A,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE 2,GUATEMALA,VILLA NUEVA,7436,7489
01-14-0050-46,01-14-0052-46,98.73417721518987,100.0,True,COLEGIO PEDAGOGICO INTEGRAL ALBORADA 4A.,COLEGIO PEDAGOGICO INTEGRAL ALBORADA 4A,GUATEMALA,AMATITLAN,7296,7297
18-04-0448-46,18-04-0449-46,98.73417721518987,100.0,False,INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR. PEDRO MOLINA,IZABAL,MORALES,9042,9043
13-01-0145-46,13-01-0171-46,98.73417721518987,74.50980392156863,True,LICEO PREUNIVERSITARIO DE INFORMATICA 4,LICEO PREUNIVERSITARIO DE INFORMATICA 4A,HUEHUETENANGO,HUEHUETENANGO,8141,8149
01-14-7364-46,01-14-8053-46,98.73417721518987,73.6842105263158,True,CENTRO EDUCATIVO SAN JOSE 4TA. AV. 14-70,CENTRO EDUCATIVO SAN JOSE 4A. AV. 14-70,GUATEMALA,AMATITLAN,7393,7403
22-01-0350-46,22-01-0414-46,98.7012987012987,98.41269841269842,False,COLEGIO PARTICULAR MIXTO EBEN EZER 7MA.,COLEGIO PARTICULAR MIXTO EBEN EZER 7A.,JUTIAPA,JUTIAPA,9367,9401
17-01-0136-46,17-01-3949-46,98.7012987012987,97.36842105263158,True,INSTITUTO TECNOLÓGICO HOWARD W. HUNTER.,INSTITUTO TECNOLÓGICO HOWARD W. HUNTER,PETEN,FLORES,28,66
01-08-0396-46,01-08-0431-46,98.7012987012987,90.10989010989012,True,COLEGIO HISPANO GUATEMALTECO FINDE 9NA.,COLEGIO HISPANO GUATEMALTECO FINDE 9A.,GUATEMALA,MIXCO,6587,6595
21-07-0089-46,21-07-0101-46,98.64864864864865,97.43589743589743,True,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMATICA COMPUMASTER 2A.,COLEGIO PARTICULAR MIXTO CENTRO DE ESTUDIOS DE INFORMÁTICA COMPUMASTER 2A.,JALAPA,MATAQUESCUINTLA,9294,9300
18-01-0343-46,18-01-0344-46,98.59154929577466,100.0,True,LICEO MIXTO BILINGÜE CANADIENSE 6A.,LICEO MIXTO BINLINGÜE CANADIENSE 6A.,IZABAL,PUERTO BARRIOS,8793,8794
01-08-0369-46,01-08-0371-46,98.57142857142858,100.0,True,INSTITUTO TECNOLÓGICO EN EDUCACION INTEGRAL MIXCO A LA VANGUARDIA 3RA.,INSTITUTO TECNOLÓGICO EN EDUCACIÓN INTEGRAL MIXCO A LA VANGUARDIA 3RA.,GUATEMALA,MIXCO,6581,6582
13-27-0066-46,13-27-0085-46,98.46153846153847,97.14285714285714,True,INSTITUTO MAYANCE AGUACATECO 4TA,INSTITUTO MAYANCE AGUACATECO 4TA.,HUEHUETENANGO,AGUACATAN,8670,8678
01-08-8559-46,01-08-8561-46,98.4375,100.0,False,COLEGIO 'JESUS REY DE GLORIA' 36 AV. 4-10 BOSQUES DE SAN NICOLAS,COLEGIO 'JESUS REY DE GLORIA' 36 AV. 4-18 BOSQUES DE SAN NICOLAS,GUATEMALA,MIXCO,6989,6991
05-01-0457-46,05-01-0840-46,98.41269841269842,100.0,True,INSTITUTO NACIONAL DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ SALOMÓN ALVAREZ ANDRADE 4A,INSTITUTO NACIONAL DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ SALOMON ALVAREZ ANDRADE 4A.,ESCUINTLA,ESCUINTLA,5624,5648
22-01-0302-46,22-01-0320-46,98.38709677419355,100.0,True,INSTITUTO TÉCNICO PARTICULAR DE DIVERSIFICADO -INTECPADI- 5TA.,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO -INTECPADI- 5TA.,JUTIAPA,JUTIAPA,9344,9352
05-10-0025-46,05-10-0032-46,98.36065573770492,100.0,True,CENTRO EDUCATIVO JOSÉ MARTÍ 5A.,CENTRO EDUCATIVO JOSÉ MARTÍ 5A,ESCUINTLA,IZTAPA,6093,6094
14-10-0078-46,14-10-0102-46,98.33333333333333,97.5609756097561,False,"COLEGIO MIXTO BILINGÜE INTERCULTURAL ""HERMANO OSCAR AZMITIA""","COLEGIO MIXTO BILINGUE INTERCULTURAL ""HERMANO OSCAR AZMITIA""",QUICHE,CUNEN,1188,1191
14-10-0079-46,14-10-0102-46,98.33333333333333,97.5609756097561,True,"COLEGIO MIXTO BILINGÜE INTERCULTURAL ""HERMANO OSCAR AZMITIA""","COLEGIO MIXTO BILINGUE INTERCULTURAL ""HERMANO OSCAR AZMITIA""",QUICHE,CUNEN,1189,1191
09-01-0380-46,09-01-3234-46,98.30508474576271,100.0,True,ESCUELA PRIVADA MIXTA DE FORMACION ARTÍSTICA QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTISTICA QUETZALTENANGO,QUETZALTENANGO,QUETZALTENANGO,597,704
17-12-0133-46,17-12-0134-46,98.27586206896551,100.0,True,"LICEO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""","LICEO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",PETEN,POPTUN,440,441
01-15-0292-46,01-15-0295-46,98.27586206896551,46.31578947368421,True,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA 4A.,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA 3A.,GUATEMALA,VILLA NUEVA,7511,7512
05-03-0029-46,05-03-0051-46,98.24561403508771,100.0,False,COLEGIO ITALIANO DEL SUR 5TA.,COLEGIO ITALIANO DEL SUR 5TA,ESCUINTLA,LA DEMOCRACIA,5844,5854
01-09-0034-46,01-09-9061-46,98.24561403508771,100.0,True,LICEO INTEGRAL SAMPEDRANO 7A,LICEO INTEGRAL SAMPEDRANO 7A.,GUATEMALA,SAN PEDRO SACATEPEQUEZ,7062,7076
03-01-0271-46,03-01-0272-46,98.24561403508771,100.0,True,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCIÓN NOCTURNA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,SACATEPEQUEZ,ANTIGUA GUATEMALA,1830,1831
03-01-0271-46,03-01-1402-46,98.24561403508771,100.0,True,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCIÓN NOCTURNA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,SACATEPEQUEZ,ANTIGUA GUATEMALA,1830,1894
03-01-0052-46,03-01-0271-46,98.24561403508771,89.36170212765957,True,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCIÓN NOCTURNA,SACATEPEQUEZ,ANTIGUA GUATEMALA,1753,1830
06-02-0084-46,06-02-0102-46,98.24561403508771,81.35593220338984,True,"INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""","INSTITUTO TECNOLÓGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""",SANTA ROSA,BARBERENA,2955,2965
17-10-0015-46,17-10-0252-46,98.22485207100591,100.0,False,INSTITUTO PARTICULAR MIXTO PLAN FIN DE SEMANA LICENCIADO VALENTIN DEL VALLE GONGORA,"INSTITUTO PARTICULAR MIXTO, PLAN FIN DE SEMANA, LICENCIADO VALENTIN DEL VALLE GONGORA""",PETEN,SAYAXCHE,350,369
16-09-0844-46,16-09-0863-46,98.18181818181819,100.0,True,COLEGIO SAGRADA FAMILIA 4TA.,COLEGIO SAGRADA FAMILIA 4A.,ALTA VERAPAZ,SAN PEDRO CARCHA,4326,4332
20-07-0111-46,20-07-0114-46,98.11320754716981,100.0,True,COLEGIO DE EDUCACIÓN PARA ADULTOS SEMILLA DE VIDA 3A.,COLEGIO DE EDUCACION PARA ADULTOS SEMILLA DE VIDA 3A.,CHIQUIMULA,ESQUIPULAS,5255,5256
11-01-0082-46,11-01-0527-46,98.07692307692307,97.5609756097561,True,INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACION MEDIA,INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACIÓN MEDIA,RETALHULEU,RETALHULEU,1397,1551
05-01-0256-46,05-01-0327-46,98.0392156862745,97.5609756097561,True,COLEGIO SANTIAGO DE LOS CABALLEROS DE GUATEMALA 2DA,COLEGIO SANTIAGO DE LOS CABALLEROS DE GUATEMALA 2A.,ESCUINTLA,ESCUINTLA,5535,5568
05-01-0126-46,05-01-0263-46,97.95918367346938,100.0,True,COLEGIO PARTICULAR MIXTO ESCUINTLECO BILINGÜE 1A,COLEGIO PARTICULAR MIXTO ESCUINTLECO BILINGÜE 1RA.,ESCUINTLA,ESCUINTLA,5519,5537
18-04-0204-46,18-04-0447-46,97.82608695652173,100.0,True,INSTITUTO PRIVADO MIXTO JOSÉ CECILIO DEL VALLE,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE,IZABAL,MORALES,8992,9041
18-04-0205-46,18-04-0447-46,97.82608695652173,100.0,True,INSTITUTO PRIVADO MIXTO JOSÉ CECILIO DEL VALLE,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE,IZABAL,MORALES,8993,9041
05-13-0064-46,05-13-3074-46,97.82608695652173,83.33333333333334,True,INSTITUTO MUNICIPAL DE EDUCACION DIVERISFICADA,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,ESCUINTLA,NUEVA CONCEPCION,6162,6208
14-01-0193-46,14-01-0235-46,97.82608695652173,72.72727272727273,True,LICEO TECNOLOGICO DE OCCIDENTE LA PREPARATORIA,LICEO TECNOLÓGICO DE OCCIDENTE LA PREPARATORIA,QUICHE,SANTA CRUZ DEL QUICHE,1087,1094
16-17-0123-46,16-17-0151-46,97.77777777777777,100.0,True,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALTA VERAPAZ,RAXRUHA,4502,4507
01-15-0182-46,01-15-2737-46,97.77777777777777,100.0,False,LICEO VALLE DEL SOL 4A.,LICEO VALLE DEL SOL 4A,GUATEMALA,VILLA NUEVA,7477,7731
22-01-0451-46,22-01-0452-46,97.77777777777777,92.3076923076923,True,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,JUTIAPA,JUTIAPA INED,9414,9415
22-01-0451-46,22-01-0453-46,97.77777777777777,92.3076923076923,True,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,JUTIAPA,JUTIAPA INED,9414,9416
13-10-0056-46,13-10-0058-46,97.77777777777777,71.42857142857143,True,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,HUEHUETENANGO,SANTA BARBARA INED,8470,8472
02-03-0050-46,02-03-0116-46,97.72727272727273,100.0,True,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,5396,5405
02-03-0052-46,02-03-0116-46,97.72727272727273,100.0,True,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,5397,5405
08-01-0247-46,08-01-2498-46,97.72727272727273,92.3076923076923,True,COLEGIO CIENTIFICO Y TECNOLÓGICO EL PEDREGAL,COLEGIO CIENTIFICO Y TECNOLOGICO EL PEDREGAL,TOTONICAPAN,TOTONICAPAN,3767,3798
05-01-0272-46,05-01-0330-46,97.72727272727273,91.42857142857143,True,INSTITUTO TECNICO CIENCIAS INDUSTRIALES 2DA.,INSTITUTO TÉCNICO CIENCIAS INDUSTRIALES 2DA.,ESCUINTLA,ESCUINTLA,5541,5570
09-01-0387-46,09-01-3233-46,97.67441860465115,97.77777777777777,True,COLEGIO PRIVADO MIXTO TECNOLÓGICO DON BOSCO,COLEGIO PRIVADO MIXTO TECNOLOGICO DON BOSCO,QUETZALTENANGO,QUETZALTENANGO,601,703
05-04-0042-46,05-04-0043-46,97.61904761904762,100.0,True,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO 6TA,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO 6A.,ESCUINTLA,SIQUINALA,5867,5868
01-17-0183-46,01-17-0373-46,97.61904761904762,100.0,False,CENTRO EDUCATIVO FORMADORES DE LÍDERES 2A.,CENTRO EDUCATIVO FORMADORES DE LIDERES 2A.,GUATEMALA,SAN MIGUEL PETAPA,8009,8077
14-01-0181-46,14-01-0242-46,97.61904761904762,100.0,True,INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,"INSTITUTO PRIVADO MIXTO ""CIENCIA Y CULTURA""",QUICHE,SANTA CRUZ DEL QUICHE,1083,1096
14-01-0242-46,14-01-1137-46,97.61904761904762,100.0,True,"INSTITUTO PRIVADO MIXTO ""CIENCIA Y CULTURA""",INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,QUICHE,SANTA CRUZ DEL QUICHE,1096,1118
12-10-0085-46,12-10-4919-46,97.61904761904762,100.0,False,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,COLEGIO EVANGELICO PRIVADO MIXTO 'BETHESDA',SAN MARCOS,TEJUTLA,2488,2497
12-10-4713-46,12-10-4919-46,97.61904761904762,95.45454545454545,False,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,COLEGIO EVANGELICO PRIVADO MIXTO 'BETHESDA',SAN MARCOS,TEJUTLA,2495,2497
01-04-0008-46,01-04-0009-46,97.61904761904762,94.11764705882352,True,INSTITUTO NACIONAL NITO PALENCIA MAYEN 4TA,INSTITUTO NACIONAL NITO PALENCIA MAYEN 4A.,GUATEMALA,SAN JOSE DEL GOLFO,6347,6348
01-15-0184-46,01-15-8133-46,97.5609756097561,100.0,False,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE 2,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE 2A.,GUATEMALA,VILLA NUEVA,7479,7801
01-15-0210-46,01-15-0327-46,97.5609756097561,100.0,False,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE 2,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE 2A.,GUATEMALA,VILLA NUEVA,7485,7523
19-01-0942-46,19-01-0943-46,97.5609756097561,100.0,True,"CENTRO DE EDUCACIÓN A DISTANCIA ""ITZAMNÁ""","CENTRO DE EDUCACION A DISTANCIA ""ITZAMNÁ""",ZACAPA,ZACAPA,3933,3934
17-05-0260-46,17-05-0317-46,97.5,100.0,False,"""CENTRO DE EDUCACION INTEGRAL EL NARANJO""",CENTRO DE EDUCACION INTEGRAL EL NARANJO,PETEN,LA LIBERTAD,200,219
12-01-0167-46,12-01-0176-46,97.5,97.77777777777777,True,COLEGIO MIXTO EVANGÉLICO CASA DE JEHOVÁ,"COLEGIO MIXTO EVANGÉLICO ""CASA DE JEHOVÁ""",SAN MARCOS,SAN MARCOS,2224,2233
15-01-0109-46,15-01-0110-46,97.5,92.7536231884058,True,CENTRO ESTUDIANTIL MIGUEL ÁNGEL ASTURIAS,CENTRO ESTUDIALTIL MIGUEL ÁNGEL ASTURIAS,BAJA VERAPAZ,SALAMA,4514,4515
18-01-0073-46,18-01-3068-46,97.43589743589743,100.0,False,COLEGIO TECNICO PRIVADO MIXTO LA PATRIA,COLEGIO TÉCNICO PRIVADO MIXTO LA PATRIA,IZABAL,PUERTO BARRIOS,8725,8882
12-04-0239-46,12-04-0240-46,97.43589743589743,100.0,True,"COLEGIO ""MUNDO REAL","COLEGIO ""MUNDO REAL""",SAN MARCOS,COMITANCILLO,2372,2373
01-08-0496-46,01-08-0937-46,97.36842105263158,100.0,False,CENTRO EDUCATIVO FE Y ALEGRIA NO. 2 29,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 2 29,GUATEMALA,MIXCO,6613,6764
12-07-0233-46,12-07-0258-46,97.36842105263158,97.43589743589743,True,"COLEGIO EVANGÉLICO C.A. ""ALFA Y OMEGA""","COLEGIO EVANGELICO C.A. ""ALFA Y OMEGA""",SAN MARCOS,TACANA,2453,2457
16-06-0106-46,16-06-0145-46,97.36842105263158,97.22222222222221,False,"CENTRO DE FORMACION ACADEMICA, TECNOLOGICA Y OCUPACIONAL JACK & MARIE EITING","CENTRO DE FORMACION ACADÉMICA, TECNOLÓGICA Y OCUPACIONAL JACK & MARIE EITING",ALTA VERAPAZ,SAN MIGUEL TUCURU,4252,4254
12-02-1039-46,12-02-4132-46,97.34513274336283,81.3953488372093,True,COLEGIO PRIVADO URBANO MIXTO DE ESTUDIOS AVANZADOS C.E.S.C,COLEGIO PRIVADO URBANO MIXTO DE ESTUDIOS AVANZADOS CESC,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,2317,2325
18-05-0146-46,18-05-0147-46,97.2972972972973,100.0,False,COLEGIO CATOLICO MIXTO NUEVO SAN JOSÉ,COLEGIO CATÓLICO MIXTO NUEVO SAN JOSÉ,IZABAL,LOS AMATES,9115,9116
22-07-0023-46,22-07-0026-46,97.2972972972973,90.9090909090909,True,COLEGIO PRIVADO SAN FRANCISCO DE ASÍS,COLEGIO PRIVADO SAN FRANCISCO DE ASIS,JUTIAPA,ATESCATEMPA,9537,9538
05-04-0027-46,05-04-0036-46,97.22222222222221,100.0,True,INSTITUTO MIXTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,ESCUINTLA,SIQUINALA,5862,5864
05-09-0046-46,05-09-0065-46,97.22222222222221,98.46153846153847,False,COLEGIO PARTICULAR MIXTO SANTA MARIA,COLEGIO PARTICULAR MIXTO SANTA MARÍA,ESCUINTLA,SAN JOSE,6036,6047
18-04-0076-46,18-04-0077-46,97.19626168224299,100.0,True,LICEO FORMACION BASICA Y PROFESIONAL LATINOAMERICANO,LICEO DE FORMACION BASICA Y PROFESIONAL LATINOAMERICANO,IZABAL,MORALES,8958,8959
15-01-0153-46,15-01-2023-46,97.14285714285714,100.0,True,COLEGIO PARTICULAR MIXTO TEZULUTLÁN,COLEGIO PARTICULAR MIXTO TEZULUTLAN,BAJA VERAPAZ,SALAMA,4525,4553
11-01-0267-46,11-01-0268-46,97.14285714285714,100.0,True,"COLEGIO EVANGÉLICO MIXTO ""SINAI"" II","COLEGIO EVANGÉLICO MIXTO ""SINAÍ"" II",RETALHULEU,RETALHULEU,1449,1450
11-01-0271-46,11-01-0420-46,97.05882352941177,95.23809523809523,False,"COLEGIO TECNOLÓGICO ""BLAISE PASCAL""",COLEGIO TECNOLÓGICO BLAISE PASCAL,RETALHULEU,RETALHULEU,1451,1502
11-01-0272-46,11-01-0420-46,97.05882352941177,95.23809523809523,False,"COLEGIO TECNOLÓGICO ""BLAISE PASCAL""",COLEGIO TECNOLÓGICO BLAISE PASCAL,RETALHULEU,RETALHULEU,1452,1502
13-01-0218-46,13-01-0269-46,96.96969696969697,100.0,True,COLEGIO TECNOLOGICO DEL VALLE 1A.,COLEGIO TECNOLÓGICO DEL VALLE 1A.,HUEHUETENANGO,HUEHUETENANGO,8163,8175
12-01-0114-46,12-01-0153-46,96.96969696969697,100.0,True,COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACION CETESC,"COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACIÓN ""CETESC""",SAN MARCOS,SAN MARCOS,2203,2219
11-01-0212-46,11-01-0419-46,96.96969696969697,97.5609756097561,False,COLEGIO TECNOLOGICO BLAISE PASCAL,COLEGIO TECNOLÓGICO BLAISE PASCAL,RETALHULEU,RETALHULEU,1427,1501
13-01-0397-46,13-01-0403-46,96.96969696969697,61.111111111111114,True,COLEGIO TECNOLÓGICO DEL VALLE 1A.,COLEGIO TECNOLÓGICO DEL VALLE 5A.,HUEHUETENANGO,HUEHUETENANGO,8230,8234
13-19-0055-46,13-19-0061-46,96.96969696969697,0.0,True,COLEGIO PRIVADO MIXTO GÉNESIS CABECERA MUNICIPAL,COLEGIO PRIVADO MIXTO GÉNESIS CABECERA MUNICIPAL CO,HUEHUETENANGO,COLOTENANGO,8570,8573
13-19-0055-46,13-19-0062-46,96.96969696969697,0.0,True,COLEGIO PRIVADO MIXTO GÉNESIS CABECERA MUNICIPAL,COLEGIO PRIVADO MIXTO GÉNESIS CABECERA MUNICIPAL CO,HUEHUETENANGO,COLOTENANGO,8570,8574
01-14-0115-46,01-14-0141-46,96.875,100.0,False,LICEO MIXTO CRISTIANO JIREH 3ERA.,LICEO MIXTO CRISTIANO JIREH 3A.,GUATEMALA,AMATITLAN,7319,7329
12-13-0095-46,12-13-0100-46,96.875,100.0,True,"COLEGIO PRIVADO MIXTO ""IMPERIAL""","COLEGIO PRIVADO MIXTO ""IMPERIAL2",SAN MARCOS,EL TUMBADOR,2566,2569
